idtimemania;tmmconc;tmmdata;tmmlocal;tmmpremioest;tmmpr07;tmmpr06;tmmpr05;tmmpr04;tmmpr03;tmmprtime;tmmgan07;tmmgan06;tmmgan05;tmmgan04;tmmgan03;tmmgantime;tmmd01;tmmd02;tmmd03;tmmd04;tmmd05;tmmd06;tmmd07;tmmdtime;tmmcidadesgan
926;926;2016-09-06;SÃO PAULO, SP;9.400.000,00;0,00;15.667,39;1.091,80;6;2;5;0;8;164;3.484;36.970;21.659;2;29;44;46;62;72;73;FORTALEZA/CE;
927;927;2016-09-08;SÃO PAULO, SP;9.700.000,00;0,00;24.402,70;543,00;6;2;5;0;5;321;5.322;43.881;30.084;28;67;69;71;76;79;80;FLUMINENSE/RJ;
928;928;2016-09-10;SÃO PAULO, SP;200.000,00;9.839.769,85;40.292,05;822,28;6;2;5;1;4;280;4.912;49.069;18.687;1;6;45;49;50;63;72;AVAÍ/SC;
929;929;2016-09-13;SÃO PAULO, SP;600.000,00;0,00;6.419,80;423,28;6;2;5;0;9;195;2.759;23.694;12.874;11;15;19;24;26;55;60;CRUZEIRO/MG;
930;930;2016-09-15;SÃO PAULO, SP;700.000,00;0,00;63.958,20;846,00;6;2;5;0;1;108;1.891;19.953;10.535;14;20;23;29;41;57;67;FORTALEZA/CE;
931;931;2016-09-17;SÃO PAULO, SP;1.000.000,00;0,00;0,00;668,70;6;2;5;0;0;152;2.463;22.834;3.901;15;17;28;43;56;68;69;OLARIA/RJ;
932;932;2016-09-20;SÃO PAULO, SP;1.200.000,00;0,00;10.526,93;893,37;6;2;5;0;6;101;2.345;21.800;4.302;5;9;24;35;51;56;69;INTER LIMEIRA/SP;
933;933;2016-09-22;SÃO PAULO, SP;1.400.000,00;0,00;23.050,08;906,29;6;2;5;0;3;109;2.198;21.526;5.577;6;13;30;43;57;70;79;BANGU/RJ;
934;934;2016-09-24;SÃO PAULO, SP;1.700.000,00;0,00;18.692,44;953,69;6;2;5;0;4;112;2.261;21.976;3.834;2;22;34;49;54;62;63;UBERLÂNDIA/MG;
935;935;2016-09-27;SÃO PAULO, SP;1.800.000,00;0,00;24.404,36;670,44;6;2;5;0;3;156;2.628;24.194;4.774;7;11;12;39;40;52;77;SANTO ANDRÉ/SP;
936;936;2016-09-29;SÃO PAULO, SP;2.000.000,00;0,00;0,00;724,48;6;2;5;0;0;144;2.358;24.399;24.940;12;20;30;56;69;76;78;SÃO PAULO/SP;
937;937;2016-10-01;SÃO PAULO, SP;2.300.000,00;0,00;17.762,10;840,21;6;2;5;0;5;151;3.107;27.982;6.095;6;16;27;28;29;30;44;JI-PARANÁ / RO;
938;938;2016-10-04;SÃO PAULO, SP;2.600.000,00;0,00;21.453,42;801,24;6;2;5;0;4;153;2.708;27.008;6.736;2;11;12;28;50;60;78;BANGU/RJ;
939;939;2016-10-06;SÃO PAULO, SP;3.100.000,00;0,00;11.538,93;523,30;6;2;5;0;8;252;4.474;35.034;6.215;3;6;7;8;18;36;56;BRASILIENSE/DF;
940;940;2016-10-08;SÃO PAULO, SP;100.000,00;3.106.349,69;16.975,37;938,72;6;2;5;1;6;155;3.474;31.949;20.075;26;30;42;49;51;63;77;ATLÉTICO/GO;
941;941;2016-10-11;SÃO PAULO, SP;300.000,00;0,00;10.284,59;625,20;6;2;5;0;6;141;2.405;21.839;3.789;7;12;15;28;40;69;75;BARUERI/SP;
942;942;2016-10-13;SÃO PAULO, SP;400.000,00;0,00;26.380,13;1.032,49;6;2;5;0;2;73;1.709;16.972;3.566;6;8;23;47;51;57;63;JI-PARANÁ / RO;
943;943;2016-10-15;SÃO PAULO, SP;600.000,00;0,00;68.590,59;1.053,61;6;2;5;0;1;93;1.979;20.342;4.345;4;27;38;52;53;69;72;SÃO CAETANO/SP;
944;944;2016-10-18;SÃO PAULO, SP;900.000,00;0,00;29.717,62;738,32;6;2;5;0;2;115;2.180;20.086;2.619;4;14;21;27;35;47;80;XV PIRACICABA/SP;
945;945;2016-10-20;SÃO PAULO, SP;1.000.000,00;0,00;10.020,53;687,12;6;2;5;0;6;125;2.103;19.825;3.151;18;19;23;47;48;68;69;NACIONAL/AM;
946;946;2016-10-22;SÃO PAULO, SP;1.200.000,00;0,00;34.073,07;685,57;6;2;5;0;2;142;2.670;23.865;2.835;5;12;33;37;64;66;69;PAULISTA/SP;
947;947;2016-10-25;SÃO PAULO, SP;1.400.000,00;0,00;31.925,39;852,48;6;2;5;0;2;107;2.137;21.106;5.020;19;26;35;45;48;55;64;AMÉRICA/RN;
948;948;2016-10-27;SÃO PAULO, SP;1.600.000,00;0,00;13.745,87;663,41;6;2;5;0;5;148;2.835;25.853;7.187;3;12;19;21;36;48;76;CORITIBA/PR;
949;949;1905-07-08;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;9;15;17;43;69;72;78;PORTUGUESA DESPORTOS/SP;
950;950;2016-11-01;SÃO PAULO, SP;2.100.000,00;0,00;39.218,62;549,28;6;2;5;0;2;204;2.864;26.807;6.343;4;16;23;27;36;41;53;MOTO CLUBE/MA;
951;951;2016-11-03;SÃO PAULO, SP;2.300.000,00;0,00;34.820,90;929,79;6;2;5;0;2;107;2.138;20.635;5.632;1;12;29;47;53;62;76;AMÉRICA/RJ;
952;952;2016-11-05;SÃO PAULO, SP;2.600.000,00;0,00;16.428,63;1.083,20;6;2;5;0;6;130;2.584;26.357;5.764;20;23;32;47;50;62;63;TUNA LUSO/PA;
953;953;2016-11-08;SÃO PAULO, SP;2.800.000,00;0,00;29.068,37;958,29;6;2;5;0;3;130;2.690;26.471;4.553;1;10;16;48;65;73;74;UBERLÂNDIA/MG;
954;954;2016-11-10;SÃO PAULO, SP;3.200.000,00;0,00;12.626,68;1.018,28;6;2;5;0;7;124;2.382;23.566;4.205;7;31;35;46;56;60;70;UNIÃO SÃO JOÃO/SP;
955;955;2016-11-12;SÃO PAULO, SP;3.500.000,00;0,00;33.677,12;1.061,25;6;2;5;0;3;136;2.714;27.094;7.921;17;35;41;42;61;68;75;PAYSANDU/PA;
956;956;2016-11-17;SÃO PAULO, SP;3.800.000,00;0,00;28.841,78;845,18;6;2;5;0;4;195;3.960;38.894;5.852;3;6;7;21;29;39;59;DESPORTIVA/ES;
957;957;2016-11-19;SÃO PAULO, SP;4.000.000,00;0,00;49.321,72;1.013,80;6;2;5;0;2;139;3.205;33.381;12.239;8;13;18;42;56;62;66;ATLÉTICO/PR;
958;958;2016-11-22;SÃO PAULO, SP;4.200.000,00;0,00;33.723,32;914,73;6;2;5;0;3;158;3.025;28.980;7.203;24;37;48;63;71;73;74;INTER LIMEIRA/SP;
959;959;2016-11-24;SÃO PAULO, SP;4.800.000,00;0,00;26.009,13;812,15;6;2;5;0;4;183;3.876;35.035;7.171;5;8;21;28;30;38;55;BRAGANTINO/SP;
960;960;2016-11-26;SÃO PAULO, SP;5.000.000,00;0,00;15.559,56;531,34;6;2;5;0;6;251;3.918;35.055;24.964;15;33;35;54;67;72;80;BOTAFOGO/RJ;
961;961;2016-11-29;SÃO PAULO, SP;5.200.000,00;0,00;102.571,31;1.017,57;6;2;5;0;1;144;2.992;30.912;7.309;9;10;31;42;48;49;66;JI-PARANÁ / RO;
962;962;2016-12-01;SÃO PAULO, SP;5.500.000,00;0,00;28.164,39;869,94;6;2;5;0;4;185;3.736;34.352;8.358;7;28;41;49;63;79;80;AMÉRICA/RN;
963;963;2016-12-03;SÃO PAULO, SP;6.000.000,00;0,00;22.214,55;865,50;6;2;5;0;6;220;4.265;42.131;9.263;12;21;33;37;65;67;80;SERGIPE/SE;
964;964;2016-12-06;SÃO PAULO, SP;6.500.000,00;0,00;43.157,65;716,90;6;2;5;0;3;258;4.566;43.060;10.086;12;26;28;47;57;64;75;PALMAS/TO;
965;965;2016-12-08;SÃO PAULO, SP;6.800.000,00;0,00;20.530,50;1.128,04;6;2;5;0;6;156;3.116;32.608;8.302;7;49;51;61;64;65;76;PALMAS/TO;
966;966;2016-12-10;SÃO PAULO, SP;7.200.000,00;0,00;18.352,18;774,35;6;2;5;0;7;237;4.133;38.289;8.353;2;9;14;30;46;68;75;CRB/AL;
967;967;2016-12-13;SÃO PAULO, SP;7.500.000,00;0,00;8.383,60;503,51;6;2;5;0;14;333;5.384;44.400;13.804;4;11;17;36;45;58;77;SPORT/PE;
968;968;2016-12-15;SÃO PAULO, SP;7.700.000,00;0,00;46.083,49;780,63;6;2;5;0;3;253;4.554;41.413;11.331;16;46;48;54;62;64;67;MIXTO/MT;
969;969;2016-12-17;SÃO PAULO, SP;8.500.000,00;0,00;22.375,20;1.237,33;6;2;5;0;6;155;3.456;36.366;10.112;13;20;32;40;52;62;70;JI-PARANÁ / RO;
970;970;2016-12-20;SÃO PAULO, SP;8.800.000,00;0,00;11.226,88;675,94;6;2;5;0;11;261;4.597;44.195;25.957;4;5;27;38;41;49;55;CRUZEIRO/MG;
971;971;2016-12-22;SÃO PAULO, SP;9.000.000,00;0,00;20.026,31;744,47;6;2;5;0;7;269;4.790;43.391;9.527;33;44;51;65;68;72;79;CRB/AL;
972;972;2016-12-24;SÃO PAULO, SP;9.500.000,00;0,00;15.028,37;843,76;6;2;5;0;9;229;5.010;45.428;12.650;4;17;35;36;43;44;75;REMO/PA;
973;973;2016-12-27;SÃO PAULO, SP;9.900.000,00;0,00;11.292,53;622,30;6;2;5;0;13;337;6.494;55.677;13.405;5;9;11;27;28;44;50;REMO/PA;
974;974;2016-12-29;SÃO PAULO, SP;10.500.000,00;0,00;22.102,80;561,84;6;2;5;0;5;281;5.432;50.254;70.424;13;20;35;44;50;56;75;FLAMENGO/RJ;
975;975;2016-12-31;SÃO PAULO, SP;10.800.000,00;0,00;34.911,45;699,97;6;2;5;0;4;285;5.161;47.557;9.373;1;13;14;18;22;41;53;BRASILIENSE/DF;
976;976;2017-01-03;SÃO PAULO, SP;11.300.000,00;0,00;37.591,64;922,72;6;2;5;0;5;291;5.588;54.730;22.113;3;39;41;42;48;71;76;ATLÉTICO/PR;
977;977;2017-01-05;SÃO PAULO, SP;12.000.000,00;0,00;5.901,45;790,37;6;2;5;0;36;384;7.573;68.063;19.846;5;52;57;59;65;71;75;RIVER/PI;
978;978;2017-01-07;SÃO PAULO, SP;12.500.000,00;0,00;35.470,22;904,85;6;2;5;0;6;336;6.947;70.343;46.919;1;21;28;53;56;60;64;INTERNACIONAL/RS;
979;979;2017-01-10;SÃO PAULO, SP;13.500.000,00;0,00;23.317,98;876,61;6;2;5;0;9;342;6.712;67.508;46.214;10;33;36;59;61;76;78;BAHIA/BA;
980;980;2017-01-12;SÃO PAULO, SP;14.000.000,00;0,00;23.820,99;782,29;6;2;5;0;10;435;7.801;75.268;18.456;3;19;24;48;64;67;70;PALMAS/TO;
981;981;2017-01-14;SÃO PAULO, SP;15.000.000,00;0,00;21.382,84;801,94;6;2;5;0;11;419;8.497;80.946;16.735;5;15;16;23;39;49;54;BARUERI/SP;
982;982;2017-01-17;SÃO PAULO, SP;15.300.000,00;0,00;35.062,69;733,52;6;2;5;0;7;478;8.372;77.547;19.204;6;20;21;29;42;57;60;JUVENTUS/SP;
983;983;2017-01-19;SÃO PAULO, SP;16.000.000,00;0,00;60.717,61;840,09;6;2;5;0;4;413;7.848;73.448;16.799;5;38;48;59;71;74;75;BARUERI/SP;
984;984;2017-01-21;SÃO PAULO, SP;17.100.000,00;0,00;16.362,63;618,89;6;2;5;0;13;491;8.838;80.572;51.389;3;4;11;18;19;40;62;BOTAFOGO/RJ;
985;985;2017-01-24;SÃO PAULO, SP;100.000,00;17.300.135,58;12.421,75;556,12;6;2;5;1;22;702;11.655;102.813;17.509;1;10;11;13;36;49;66;RIO BRANCO/AC;
986;986;2017-01-26;SÃO PAULO, SP;350.000,00;0,00;10.307,22;563,23;6;2;5;0;7;183;2.667;25.259;5.671;1;5;8;28;30;38;49;AMÉRICA/RJ;
987;987;2017-01-28;SÃO PAULO, SP;600.000,00;0,00;0,00;984,14;6;2;5;0;0;95;2.101;21.161;14.158;16;19;26;37;40;69;73;BAHIA/BA;
988;988;2017-01-31;SÃO PAULO, SP;700.000,00;0,00;24.522,79;1.000,93;6;2;5;0;3;105;1.977;19.731;3.066;1;26;34;56;59;65;70;DESPORTIVA/ES;
989;989;2017-02-02;SÃO PAULO, SP;1.200.000,00;0,00;9.244,30;757,72;6;2;5;0;7;122;2.465;23.616;23.759;8;12;46;51;53;63;72;SANTOS/SP;
990;990;2017-02-04;SÃO PAULO, SP;1.400.000,00;0,00;26.942,69;868,18;6;2;5;0;3;133;3.037;29.188;4.957;5;10;19;30;40;42;63;TUNA LUSO/PA;
991;991;1905-07-09;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;4;7;34;66;71;73;75;UNIÃO BARBARENSE/SP;
992;992;2017-02-09;SÃO PAULO, SP;1.850.000,00;0,00;44.571,62;1.354,76;6;2;5;0;2;94;2.061;22.412;6.024;22;30;38;47;57;70;78;PARANÁ/PR;
993;993;2017-02-11;SÃO PAULO, SP;2.000.000,00;0,00;84.627,78;1.060,49;6;2;5;0;1;114;2.258;23.875;4.565;7;40;49;52;54;74;75;RIO BRANCO/AC;
994;994;2017-02-14;SÃO PAULO, SP;2.400.000,00;0,00;41.606,71;958,67;6;2;5;0;2;124;2.676;26.902;5.461;5;14;20;65;66;69;80;BRAGANTINO/SP;
995;995;2017-02-16;SÃO PAULO, SP;2.700.000,00;0,00;29.506,35;987,93;6;2;5;0;3;128;2.644;27.147;6.276;2;27;29;39;47;71;80;SANTO ANDRE/SP;
996;996;2017-02-18;SÃO PAULO, SP;2.900.000,00;0,00;17.792,86;870,49;6;2;5;0;5;146;3.010;28.430;5.314;2;7;10;38;41;50;78;RIO BRANCO/ES;
997;997;2017-02-21;SÃO PAULO, SP;3.000.000,00;0,00;83.196,69;1.200,52;6;2;5;0;1;99;2.176;22.189;6.598;20;27;29;42;56;61;70;MARÍLIA/SP;
998;998;2017-02-23;SÃO PAULO, SP;3.300.000,00;0,00;42.458,19;1.073,53;6;2;5;0;2;113;2.554;25.264;6.967;18;26;31;54;55;76;80;RIVER/PI;
999;999;2017-02-25;SÃO PAULO, SP;3.700.000,00;0,00;61.864,62;640,42;6;2;5;0;1;138;2.610;26.004;43.570;2;50;56;67;71;74;80;FLAMENGO/RJ;
1000;1000;2017-03-02;SÃO PAULO, SP;4.000.000,00;0,00;29.328,33;1.056,24;6;2;5;0;3;119;2.647;28.689;25.034;11;22;32;41;43;47;80;FLUMINENSE/RJ;
1001;1001;2017-03-04;SÃO PAULO, SP;4.200.000,00;0,00;0,00;902,40;6;2;5;0;0;127;2.711;28.514;30.966;19;24;39;62;71;72;74;PALMEIRAS/SP;
1002;1002;2017-03-07;SÃO PAULO, SP;4.500.000,00;0,00;22.082,15;992,01;6;2;5;0;5;159;3.082;31.980;8.064;11;28;34;39;44;49;50;INTER LIMEIRA/SP;
1003;1003;2017-03-09;SÃO PAULO, SP;4.800.000,00;0,00;115.674,75;1.180,35;6;2;5;0;1;140;3.015;30.772;9.162;11;29;39;61;65;67;73;BOTAFOGO/PB;
1004;1004;2017-03-11;SÃO PAULO, SP;5.600.000,00;0,00;0,00;1.146,72;6;2;5;0;0;168;3.648;37.128;8.462;1;14;22;31;38;51;67;RIO BRANCO/ES;
1005;1005;2017-03-14;SÃO PAULO, SP;5.800.000,00;0,00;117.073,77;944,90;6;2;5;0;1;177;3.701;36.952;29.835;32;37;38;43;52;71;74;BOTAFOGO/RJ;
1006;1006;2017-03-16;SÃO PAULO, SP;6.000.000,00;0,00;31.973,48;697,34;6;2;5;0;4;262;5.174;45.680;12.091;13;20;22;33;44;72;79;JOINVILLE/SC;
1007;1007;2017-03-18;SÃO PAULO, SP;6.500.000,00;0,00;67.689,23;887,14;6;2;5;0;2;218;4.320;42.649;13.841;3;35;38;49;65;71;75;CORITIBA/PR;
1008;1008;2017-03-21;SÃO PAULO, SP;6.900.000,00;0,00;14.581,61;586,78;6;2;5;0;10;355;5.938;52.316;9.481;7;19;24;42;45;59;65;SÃO RAIMUNDO/AM;
1009;1009;2017-03-23;SÃO PAULO, SP;7.600.000,00;0,00;37.266,18;917,88;6;2;5;0;4;232;4.856;45.119;12.990;38;51;66;68;69;74;80;JUVENTUDE/RS;
1010;1010;2017-03-25;SÃO PAULO, SP;8.000.000,00;0,00;73.929,13;779,43;6;2;5;0;2;271;4.758;45.694;11.693;10;23;26;40;52;53;71;P.  DESPORTOS/SP;
1011;1011;2017-03-28;SÃO PAULO, SP;8.200.000,00;0,00;25.123,36;904,80;6;2;5;0;6;238;4.468;44.682;24.192;15;25;30;40;50;57;79;GOIÁS/GO;
1012;1012;2017-03-30;SÃO PAULO, SP;8.800.000,00;0,00;26.837,39;927,55;6;2;5;0;6;248;4.692;47.256;11.297;1;2;18;27;62;78;79;SANTO ANDRE/SP;
1013;1013;2017-04-01;SÃO PAULO, SP;9.200.000,00;0,00;40.090,62;1.070,51;6;2;5;0;4;214;4.706;47.214;12.347;2;17;28;31;32;63;68;MOTO CLUBE/MA;
1014;1014;2017-04-04;SÃO PAULO, SP;10.000.000,00;0,00;20.250,36;948,49;6;2;5;0;8;244;4.621;47.318;37.402;18;31;37;47;50;70;71;ATLÉTICO/MG;
1015;1015;2017-04-06;SÃO PAULO, SP;10.400.000,00;0,00;61.249,31;880,86;6;2;5;0;3;298;6.334;60.086;13.483;3;5;16;28;41;60;75;AMERICANO/RJ;
1016;1016;2017-04-08;SÃO PAULO, SP;11.000.000,00;0,00;35.259,86;784,59;6;2;5;0;5;321;6.423;59.674;11.278;5;13;38;44;46;63;74;YPIRANGA/AP;
1017;1017;2017-04-11;SÃO PAULO, SP;11.300.000,00;0,00;28.815,01;863,58;6;2;5;0;6;286;6.006;57.392;17.816;8;15;19;47;67;71;73;LONDRINA/PR;
1018;1018;2017-04-13;SÃO PAULO, SP;11.700.000,00;0,00;28.544,06;750,50;6;2;5;0;6;326;6.192;57.455;19.063;4;9;24;29;37;45;61;ATLÉTICO/GO;
1019;1019;2017-04-15;SÃO PAULO, SP;12.400.000,00;0,00;15.364,08;525,71;6;2;5;0;8;334;5.632;47.857;8.899;2;3;13;18;24;28;44;SÃO  CAETANO/SP;
1020;1020;2017-04-18;SÃO PAULO, SP;13.000.000,00;0,00;17.404,25;683,05;6;2;5;0;10;364;6.286;55.694;11.914;6;27;39;53;58;72;75;BARUERI/SP;
1021;1021;2017-04-20;SÃO PAULO, SP;13.400.000,00;0,00;22.564,66;901,68;6;2;5;0;8;286;5.433;52.684;11.400;14;20;35;40;56;58;65;TUNA LUSO/PA;
1022;1022;2017-04-22;SÃO PAULO, SP;14.600.000,00;0,00;47.335,55;989,59;6;2;5;0;3;205;4.200;41.701;12.117;4;20;37;43;48;52;68;IPATINGA/MG;
1023;1023;2017-04-25;SÃO PAULO, SP;15.000.000,00;0,00;13.270,79;716,44;6;2;5;0;13;344;5.993;54.861;14.777;26;34;42;53;66;77;79;JUVENTUDE/RS;
1024;1024;2017-04-27;SÃO PAULO, SP;15.200.000,00;0,00;30.201,52;1.160,85;6;2;5;0;6;223;4.777;50.282;15.104;4;14;29;38;50;64;70;JUVENTUDE/RS;
1025;1025;2017-04-29;SÃO PAULO, SP;15.500.000,00;0,00;24.635,39;970,85;6;2;5;0;8;290;6.047;60.225;11.863;1;18;29;34;52;53;55;OPERARIO/MS;
1026;1026;2017-05-02;SÃO PAULO, SP;16.000.000,00;0,00;84.470,15;877,61;6;2;5;0;2;275;5.028;51.670;16.448;17;51;53;68;74;77;78;ITUANO/SP;
1027;1027;2017-05-04;SÃO PAULO, SP;16.600.000,00;0,00;45.891,00;1.162,38;6;2;5;0;5;282;6.304;64.228;30.502;11;15;51;61;62;72;77;CEARÁ/CE;
1028;1028;2017-05-06;SÃO PAULO, SP;17.300.000,00;0,00;19.463,04;656,79;6;2;5;0;12;508;9.509;87.103;56.668;1;5;17;20;42;43;72;VASCO DA GAMA/RJ;
1029;1029;2017-05-09;SÃO PAULO, SP;18.500.000,00;0,00;32.622,92;1.047,28;6;2;5;0;8;356;7.353;76.126;25.875;2;20;24;26;41;66;67;GAMA/DF;
1030;1030;2017-05-11;SÃO PAULO, SP;19.200.000,00;0,00;26.886,22;910,16;6;2;5;0;10;422;8.294;80.848;23.765;8;26;35;38;46;52;69;BOTAFOGO/PB;
1031;1031;1905-07-09;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;3;12;20;23;34;49;62;UNIÃO BARBARENSE/SP;
1032;1032;2017-05-16;SÃO PAULO, SP;20.500.000,00;0,00;13.136,84;624,40;6;2;5;0;18;541;9.232;83.881;56.673;14;17;49;62;74;77;79;INTERNACIONAL/RS;
1033;1033;2017-05-18;SÃO PAULO, SP;21.000.000,00;0,00;44.547,03;873,75;6;2;5;0;6;437;7.979;77.482;28.446;26;27;28;46;64;70;73;TREZE/PB;
1034;1034;2017-05-20;SÃO PAULO, SP;22.500.000,00;0,00;61.441,23;1.003,12;6;2;5;0;4;350;7.126;74.340;53.863;9;35;40;45;46;68;74;CRUZEIRO/MG;
1035;1035;2017-05-23;SÃO PAULO, SP;23.000.000,00;0,00;19.405,01;894,24;6;2;5;0;14;434;8.355;82.351;17.359;18;29;37;49;58;78;80;TUNA LUSO/PA;
1036;1036;2017-05-25;SÃO PAULO, SP;23.600.000,00;0,00;26.237,59;976,10;6;2;5;0;10;384;7.890;82.334;17.420;4;5;25;49;50;60;79;RIO BRANCO/AC;
1037;1037;2017-05-27;SÃO PAULO, SP;24.200.000,00;0,00;31.386,93;784,67;6;2;5;0;7;400;7.981;79.307;72.928;8;16;24;45;50;55;76;PALMEIRAS/SP;
1038;1038;2017-05-30;SÃO PAULO, SP;24.600.000,00;0,00;46.950,96;891,92;6;2;5;0;5;376;7.335;75.717;53.782;25;31;35;36;41;57;69;ATLÉTICO/MG;
1039;1039;2017-06-01;SÃO PAULO, SP;26.200.000,00;0,00;48.054,33;990,13;6;2;5;0;6;416;8.103;80.341;27.982;20;21;31;37;49;62;68;REMO/PA;
1040;1040;2017-06-03;SÃO PAULO, SP;27.200.000,00;0,00;21.731,18;831,55;6;2;5;0;15;560;10.960;107.042;21.572;5;7;19;40;64;72;75;RIO BRANCO/ES;
1041;1041;2017-06-06;SÃO PAULO, SP;28.000.000,00;0,00;15.830,23;865,03;6;2;5;0;21;549;11.192;107.549;21.588;6;8;12;47;67;69;79;RIO BRANCO/ES;
1042;1042;2017-06-08;SÃO PAULO, SP;28.700.000,00;0,00;20.840,36;640,25;6;2;5;0;14;651;11.524;105.512;93.756;2;17;37;70;71;74;79;SÃO PAULO/SP;
1043;1043;2017-06-10;SÃO PAULO, SP;30.000.000,00;0,00;27.844,59;798,01;6;2;5;0;13;648;13.150;123.507;29.623;17;27;49;53;56;57;79;MOTO CLUBE/MA;
1044;1044;2017-06-13;SÃO PAULO, SP;31.400.000,00;0,00;20.351,99;823,26;6;2;5;0;19;671;12.855;121.360;30.727;2;23;35;49;58;63;71;VILA NOVA/GO;
1045;1045;2017-06-17;SÃO PAULO, SP;100.000,00;31.896.094,30;21.312,61;784,51;6;2;5;1;21;815;15.382;145.594;43.721;19;45;49;50;68;74;78;GAMA/DF;
1046;1046;2017-06-20;SÃO PAULO, SP;400.000,00;0,00;21.225,10;1.002,36;6;2;5;0;4;121;2.720;27.699;9.584;4;11;45;57;67;73;80;AMÉRICA/RN;
1047;1047;2017-06-22;SÃO PAULO, SP;600.000,00;0,00;17.281,13;942,26;6;2;5;0;5;131;2.710;25.856;7.206;6;15;23;32;57;62;76;ITUANO/SP;
1048;1048;2017-06-24;SÃO PAULO, SP;750.000,00;0,00;35.455,73;904,48;6;2;5;0;2;112;2.229;21.170;5.181;4;12;22;31;36;40;59;NÁUTICO/PE;
1049;1049;2017-06-27;SÃO PAULO, SP;1.300.000,00;0,00;33.073,25;768,25;6;2;5;0;2;123;2.632;24.619;24.372;7;11;31;47;65;67;77;SANTOS/SP;
1050;1050;2017-06-29;SÃO PAULO, SP;100.000,00;1.363.496,71;28.616,31;922,11;6;2;5;1;3;133;2.728;27.143;10.613;6;8;28;33;48;60;70;SANTA CRUZ/PE;
1051;1051;2017-07-01;SÃO PAULO, SP;300.000,00;0,00;16.600,13;817,74;6;2;5;0;4;116;2.341;23.718;17.751;4;22;24;64;66;77;78;VASCO DA GAMA/RJ;
1052;1052;2017-07-04;SÃO PAULO, SP;450.000,00;0,00;18.034,19;505,15;6;2;5;0;4;204;3.420;27.903;3.305;1;3;10;20;26;38;56;XV PIRACICABA/SP;
1053;1053;2017-07-06;SÃO PAULO, SP;700.000,00;0,00;12.527,13;631,61;6;2;5;0;6;170;2.881;25.479;5.929;9;13;46;59;65;72;79;AMÉRICA/RJ;
1054;1054;2017-07-08;SÃO PAULO, SP;1.000.000,00;0,00;27.180,90;723,53;6;2;5;0;3;161;2.943;27.005;4.928;14;20;22;25;27;45;69;AMERICANO/RJ;
1055;1055;2017-07-11;SÃO PAULO, SP;1.300.000,00;0,00;19.868,85;504,60;6;2;5;0;4;225;2.997;25.488;4.588;31;35;43;47;49;57;65;YPIRANGA/AP;
1056;1056;2017-07-13;SÃO PAULO, SP;1.500.000,00;0,00;27.200,37;1.154,18;6;2;5;0;3;101;2.262;23.646;10.558;9;29;30;45;46;51;73;ABC/RN;
1057;1057;2017-07-15;SÃO PAULO, SP;100.000,00;1.540.295,54;27.860,22;719,28;6;2;5;1;3;166;3.134;29.377;5.264;5;9;16;29;33;53;76;PARANÁ/PR;
1058;1058;2017-07-18;SÃO PAULO, SP;300.000,00;0,00;46.969,16;450,32;6;2;5;0;1;149;2.543;21.656;17.824;2;3;5;17;26;30;46;GRÊMIO/RS;
1059;1059;2017-07-20;SÃO PAULO, SP;600.000,00;0,00;62.211,41;786,49;6;2;5;0;1;113;2.185;20.964;9.311;6;14;16;25;36;44;62;VITÓRIA/BA;
1060;1060;2017-07-22;SÃO PAULO, SP;750.000,00;0,00;23.083,48;1.137,11;6;2;5;0;3;87;1.914;19.172;3.513;4;24;28;34;40;41;66;YPIRANGA/AP;
1061;1061;2017-07-25;SÃO PAULO, SP;1.000.000,00;0,00;31.694,97;603,71;6;2;5;0;2;150;2.906;25.437;5.042;2;10;13;23;28;34;44;MARÍLIA/SP;
1062;1062;2017-07-27;SÃO PAULO, SP;1.100.000,00;0,00;70.882,76;1.022,83;6;2;5;0;1;99;2.031;20.383;4.608;5;25;40;51;67;69;72;CRB/AL;
1063;1063;2017-07-29;SÃO PAULO, SP;1.300.000,00;0,00;18.046,76;1.322,10;6;2;5;0;4;78;1.937;20.328;5.409;6;26;34;42;44;70;74;MIXTO/MT;
1064;1064;2017-08-01;SÃO PAULO, SP;1.700.000,00;0,00;8.722,39;1.001,29;6;2;5;0;9;112;2.540;25.008;3.358;6;8;16;25;29;49;70;VILLA NOVA/MG;
1065;1065;2017-08-03;SÃO PAULO, SP;2.000.000,00;0,00;81.982,27;1.036,43;6;2;5;0;1;113;2.397;25.044;5.733;3;7;42;49;50;59;78;JUVENTUS/SP;
1066;1066;2017-08-05;SÃO PAULO, SP;2.200.000,00;0,00;22.904,84;1.047,07;6;2;5;0;4;125;2.558;25.539;5.680;16;18;21;38;41;48;54;AMERICANO/RJ;
1067;1067;2017-08-08;SÃO PAULO, SP;2.400.000,00;0,00;43.184,36;1.054,56;6;2;5;0;2;117;2.529;25.318;5.844;11;18;34;55;66;69;76;JUVENTUS/SP;
1068;1068;2017-08-10;SÃO PAULO, SP;2.600.000,00;0,00;12.378,64;750,22;6;2;5;0;7;165;3.283;31.539;4.160;5;6;18;19;28;38;69;UNIÃO SÃO JOÃO/SP;
