"idquina";"quiconc";"quidata";"quilocal";"quipremioest";"quipr05";"quipr04";"quipr03";"quipr02";"quigan05";"quigan04";"quigan03";"quigan02";"quid01";"quid02";"quid03";"quid04";"quid05";"quicidadesgan"
198;198;"1996-04-25 00:00:00";"";"0";"137.817,31";"1.115,93";"28,38";"0";"2";"247";"12951";"0";6;14;18;71;73;""
199;199;"1996-04-28 00:00:00";"";"354.379,54";"0";"1.347,45";"37,55";"0";"0";"263";"12584";"0";3;31;47;77;79;""
200;200;"1996-05-05 00:00:00";"";"0";"447.189,47";"1.521,13";"42,14";"0";"2";"355";"17088";"0";19;21;64;70;72;""
201;201;"1996-05-09 00:00:00";"";"0";"68.204,71";"714,19";"35,05";"0";"4";"382";"10378";"0";7;71;73;76;79;""
202;202;"1996-05-12 00:00:00";"";"0";"95.586,26";"1.669,63";"42,21";"0";"4";"229";"12077";"0";6;37;43;61;62;""
203;203;"1996-05-16 00:00:00";"";"0";"89.328,30";"503,73";"18,09";"0";"3";"532";"19755";"0";3;13;17;47;60;""
204;204;"1996-05-19 00:00:00";"";"0";"123.485,56";"896,99";"26,52";"0";"3";"413";"18624";"0";7;11;21;51;58;""
205;205;"1996-05-23 00:00:00";"";"0";"280.926,56";"877,9";"29,06";"0";"1";"320";"12888";"0";4;9;31;40;58;""
206;206;"1996-05-26 00:00:00";"";"0";"195.448,84";"896,56";"26,65";"0";"2";"436";"19554";"0";1;10;36;62;64;""
207;207;"1996-05-30 00:00:00";"";"0";"31.354,18";"405,44";"15,43";"0";"9";"696";"24392";"0";5;7;12;16;66;""
208;208;"1996-06-02 00:00:00";"";"0";"126.832,05";"996,06";"33,02";"0";"3";"382";"15366";"0";3;24;48;52;71;""
209;209;"1996-06-09 00:00:00";"";"0";"463.919,10";"3.092,79";"62,71";"0";"1";"150";"9864";"0";26;37;61;67;71;""
210;210;"1996-06-13 00:00:00";"";"0";"69.943,19";"1.151,33";"34,32";"0";"4";"243";"10871";"0";10;14;32;53;61;""
211;211;"1996-06-16 00:00:00";"";"0";"15.854,49";"350,05";"15,92";"0";"24";"1087";"31873";"0";3;11;19;31;39;""
212;212;"1996-06-20 00:00:00";"";"0";"276.240,84";"1.321,73";"42,24";"0";"1";"209";"8721";"0";38;46;50;65;69;""
213;213;"1996-06-23 00:00:00";"";"0";"180.643,39";"625,06";"18,62";"0";"2";"578";"25880";"0";5;13;14;34;63;""
214;214;"1996-06-27 00:00:00";"";"0";"44.194,25";"724,5";"23,99";"0";"6";"366";"14735";"0";10;19;24;34;72;""
215;215;"1996-06-30 00:00:00";"";"0";"367.707,42";"2.020,37";"45,01";"0";"1";"182";"10891";"0";37;46;49;62;73;""
216;216;"1996-07-04 00:00:00";"";"273.527,99";"0";"2.358,00";"45,22";"0";"0";"116";"8065";"0";31;32;34;54;59;""
217;217;"1996-07-07 00:00:00";"";"0";"236.148,44";"1.115,17";"36,29";"0";"3";"390";"15978";"0";8;41;56;65;74;""
218;218;"1996-07-11 00:00:00";"";"0";"294.327,81";"1.252,46";"32,75";"0";"1";"235";"11982";"0";17;26;31;33;63;""
219;219;"1996-07-14 00:00:00";"";"0";"38.900,36";"511,17";"21,68";"0";"10";"761";"23927";"0";3;19;32;59;63;""
220;220;"1996-07-18 00:00:00";"";"0";"91.125,86";"1.134,35";"29,17";"0";"3";"241";"12494";"0";19;35;38;39;78;""
221;221;"1996-07-21 00:00:00";"";"0";"189.485,86";"1.206,92";"38,93";"0";"2";"314";"12979";"0";45;69;72;77;79;""
222;222;"1996-07-25 00:00:00";"";"0";"90.014,12";"801,32";"26,71";"0";"3";"337";"13480";"0";3;24;27;58;69;""
223;223;"1996-07-28 00:00:00";"";"0";"119.548,83";"1.080,26";"31,57";"0";"3";"332";"15150";"0";10;21;43;64;68;""
224;224;"1996-08-01 00:00:00";"";"0";"261.243,97";"1.979,12";"48,78";"0";"1";"132";"7141";"0";18;41;58;62;73;""
225;225;"1996-08-04 00:00:00";"";"0";"369.962,58";"1.197,29";"34,31";"0";"1";"309";"14377";"0";16;34;37;42;70;""
226;226;"1996-08-08 00:00:00";"";"0";"282.705,57";"1.144,56";"33,49";"0";"1";"247";"11255";"0";17;24;50;56;66;""
227;227;"1996-08-11 00:00:00";"";"0";"130.722,30";"1.026,62";"28,1";"0";"3";"382";"18613";"0";19;23;32;38;61;""
228;228;"1996-08-15 00:00:00";"";"0";"141.032,42";"1.678,96";"37,34";"0";"2";"168";"10073";"0";12;23;50;52;55;""
229;229;"1996-08-18 00:00:00";"";"0";"78.724,91";"1.502,39";"39,86";"0";"5";"262";"13169";"0";7;60;62;67;74;""
230;230;"1996-08-22 00:00:00";"";"0";"93.854,98";"1.104,18";"35,42";"0";"3";"255";"10600";"0";14;27;41;68;78;""
231;231;"1996-08-25 00:00:00";"";"0";"393.690,24";"1.249,81";"38,43";"0";"1";"315";"13657";"0";3;28;41;58;75;""
232;232;"1996-08-29 00:00:00";"";"0";"0";"1.072,74";"32,79";"0";"0";"259";"11297";"0";27;34;35;42;62;""
233;233;"1996-09-01 00:00:00";"";"0";"170.336,32";"1.817,60";"44,85";"0";"4";"222";"11997";"0";49;55;56;68;71;""
234;234;"1996-09-05 00:00:00";"";"0";"289.194,31";"1.067,14";"33,77";"0";"1";"271";"11421";"0";27;29;34;64;73;""
235;235;"1996-09-08 00:00:00";"";"0";"389.035,71";"697,2";"25,16";"0";"1";"558";"20623";"0";17;27;35;54;76;""
236;236;"1996-09-12 00:00:00";"";"0";"295.432,23";"1.605,61";"43,45";"0";"1";"184";"9065";"0";14;26;51;55;64;""
237;237;"1996-09-15 00:00:00";"";"0";"199.234,09";"1.264,98";"30,34";"0";"2";"315";"17514";"0";14;26;36;37;69;""
238;238;"1996-09-19 00:00:00";"";"290.892,85";"0";"1.741,88";"42,68";"0";"0";"167";"9088";"0";25;27;55;61;69;""
239;239;"1996-09-22 00:00:00";"";"0";"694.732,76";"1.198,34";"35,84";"0";"1";"337";"15021";"0";17;60;67;74;75;""
240;240;"1996-09-26 00:00:00";"";"288.200,92";"0";"1.656,33";"51,78";"0";"0";"174";"7421";"0";30;35;49;51;69;""
241;241;"1996-09-29 00:00:00";"";"0";"171.748,94";"947,26";"29,78";"0";"4";"421";"17860";"0";2;16;32;63;67;""
242;242;"1996-10-06 00:00:00";"";"0";"217.447,19";"1.047,94";"30,62";"0";"2";"415";"18937";"0";22;34;36;42;62;""
243;243;"1996-10-10 00:00:00";"";"0";"291.620,11";"1.510,99";"38,96";"0";"1";"193";"9980";"0";2;4;55;60;65;""
244;244;"1996-10-13 00:00:00";"";"0";"185.968,43";"771,66";"26,6";"0";"2";"482";"18645";"0";5;8;31;32;41;""
245;245;"1996-10-17 00:00:00";"";"0";"143.524,08";"841,78";"24,01";"0";"2";"341";"15937";"0";16;25;27;28;69;""
246;246;"1996-10-20 00:00:00";"";"0";"187.273,94";"2.002,93";"46,55";"0";"2";"187";"10727";"0";22;61;63;66;80;""
247;247;"1996-10-24 00:00:00";"";"0";"71.328,48";"735,35";"24,22";"0";"4";"388";"15710";"0";3;5;22;30;60;""
248;248;"1996-10-27 00:00:00";"";"0";"74.541,29";"1.015,55";"37,25";"0";"5";"367";"13340";"0";5;50;56;60;62;""
249;249;"1996-10-31 00:00:00";"";"0";"277.185,31";"1.458,87";"37,42";"0";"1";"190";"9877";"0";9;50;63;67;76;""
250;250;"1996-11-03 00:00:00";"";"359.695,17";"0";"1.474,16";"42,96";"0";"0";"244";"11163";"0";43;51;75;79;80;""
251;251;"1996-11-07 00:00:00";"";"719.790,25";"0";"2.169,25";"53,5";"0";"0";"166";"8975";"0";20;37;46;61;74;""
252;252;"1996-11-10 00:00:00";"";"0";"292.741,31";"798,54";"27,58";"0";"4";"565";"21817";"0";8;14;43;65;76;""
253;253;"1996-11-17 00:00:00";"";"0";"95.920,26";"1.147,37";"34,44";"0";"5";"418";"18564";"0";7;21;54;62;77;""
254;254;"1996-11-21 00:00:00";"";"0";"291.850,85";"1.149,02";"38,5";"0";"1";"254";"10108";"0";21;38;52;60;66;""
255;255;"1996-11-24 00:00:00";"";"380.860,98";"0";"1.464,85";"40,92";"0";"0";"260";"12410";"0";11;46;55;75;78;""
256;256;"1996-11-28 00:00:00";"";"0";"186.227,70";"760,02";"24,34";"0";"4";"479";"19943";"0";4;6;18;40;74;""
257;257;"1996-12-01 00:00:00";"";"381.955,96";"0";"1.354,46";"33,44";"0";"0";"282";"15227";"0";24;26;37;48;71;""
258;258;"1996-12-05 00:00:00";"";"0";"194.342,15";"672,47";"26,74";"0";"4";"588";"19713";"0";3;35;39;63;69;""
259;259;"1996-12-08 00:00:00";"";"0";"213.935,78";"1.191,85";"35,82";"0";"2";"359";"15928";"0";6;21;22;52;74;""
260;260;"1996-12-12 00:00:00";"";"0";"108.717,92";"441,94";"18,88";"0";"3";"738";"23028";"0";16;19;21;23;32;""
261;261;"1996-12-15 00:00:00";"";"408.883,89";"0";"670,3";"24,41";"0";"0";"610";"22333";"0";2;10;29;33;54;""
262;262;"1996-12-19 00:00:00";"";"0";"825.443,78";"1.228,79";"36,81";"0";"1";"339";"15088";"0";13;61;65;67;79;""
263;263;"1996-12-22 00:00:00";"";"0";"206.553,37";"1.449,50";"41,04";"0";"2";"285";"13423";"0";32;63;66;76;77;""
264;264;"1996-12-29 00:00:00";"";"0";"113.219,90";"763,71";"27,82";"0";"4";"593";"21712";"0";23;25;29;52;55;""
265;265;"1997-01-05 00:00:00";"";"0";"143.546,90";"1.848,24";"39,76";"0";"3";"233";"14442";"0";26;37;39;66;71;""
266;266;"1997-01-09 00:00:00";"";"0";"308.277,51";"1.834,98";"47,4";"0";"1";"168";"8671";"0";21;28;51;65;69;""
267;267;"1997-01-12 00:00:00";"";"0";"129.980,86";"886,23";"30,86";"0";"3";"440";"16848";"0";8;27;44;66;75;""
268;268;"1997-01-16 00:00:00";"";"0";"152.236,66";"1.470,89";"40,09";"0";"2";"207";"10128";"0";39;51;57;75;76;""
269;269;"1997-01-19 00:00:00";"";"0";"0";"1.270,67";"36,75";"0";"0";"298";"13738";"0";7;22;23;50;76;""
270;270;"1997-01-23 00:00:00";"";"0";"184.402,70";"1.011,13";"29,49";"0";"4";"355";"16204";"0";14;21;33;34;45;""
271;271;"1997-01-26 00:00:00";"";"0";"63.435,25";"865,03";"25,08";"0";"6";"440";"20196";"0";3;11;24;54;65;""
272;272;"1997-01-30 00:00:00";"";"299.234,91";"0";"779,26";"23,34";"0";"0";"384";"17065";"0";3;14;22;32;41;""
273;273;"1997-02-02 00:00:00";"";"0";"116.702,40";"611,25";"20,12";"0";"6";"656";"26521";"0";13;15;25;39;44;""
274;274;"1997-02-06 00:00:00";"";"0";"311.951,10";"1.890,61";"43,7";"0";"1";"165";"9502";"0";15;52;55;62;79;""
275;275;"1997-02-09 00:00:00";"";"0";"118.970,76";"1.136,66";"34,34";"0";"3";"314";"13836";"0";13;22;29;68;72;""
276;276;"1997-02-16 00:00:00";"";"0";"41.448,30";"671,77";"23,09";"0";"10";"617";"23892";"0";13;17;23;49;71;""
277;277;"1997-02-20 00:00:00";"";"0";"148.832,00";"1.288,59";"40,89";"0";"2";"231";"9688";"0";26;32;38;68;72;""
278;278;"1997-02-23 00:00:00";"";"0";"190.141,22";"700,33";"24,77";"0";"2";"543";"20440";"0";5;10;21;51;58;""
279;279;"1997-02-27 00:00:00";"";"0";"145.979,13";"1.167,84";"36,82";"0";"2";"250";"10551";"0";2;20;39;53;60;""
280;280;"1997-03-02 00:00:00";"";"0";"124.057,97";"905,53";"27,05";"0";"3";"411";"18312";"0";16;18;46;56;80;""
281;281;"1997-03-06 00:00:00";"";"0";"147.048,59";"1.771,67";"48,49";"0";"2";"166";"8072";"0";23;41;46;53;71;""
282;282;"1997-03-09 00:00:00";"";"0";"97.784,71";"2.328,21";"50,98";"0";"4";"168";"10209";"0";20;48;50;75;76;""
283;283;"1997-03-13 00:00:00";"";"0";"150.407,82";"1.386,25";"41,93";"0";"2";"217";"9547";"0";25;46;52;61;74;""
284;284;"1997-03-16 00:00:00";"";"0";"77.021,05";"785,93";"28,16";"0";"5";"490";"18200";"0";9;23;56;64;73;""
285;285;"1997-03-20 00:00:00";"";"0";"32.486,27";"462,62";"19,74";"0";"9";"632";"19718";"0";7;13;37;56;64;""
286;286;"1997-03-23 00:00:00";"";"0";"128.080,29";"1.311,41";"35,75";"0";"3";"293";"14301";"0";2;18;64;67;77;""
287;287;"1997-03-30 00:00:00";"";"0";"385.421,34";"1.776,14";"46,67";"0";"1";"217";"10991";"0";11;28;60;61;71;""
288;288;"1997-04-03 00:00:00";"";"0";"292.559,94";"711,83";"23,22";"0";"1";"411";"16774";"0";2;13;27;78;80;""
289;289;"1997-04-06 00:00:00";"";"0";"189.545,49";"1.089,34";"35,47";"0";"2";"348";"14224";"0";4;69;70;72;80;""
290;290;"1997-04-10 00:00:00";"";"301.554,61";"0";"1.061,81";"32,66";"0";"0";"284";"12289";"0";5;6;55;70;73;""
291;291;"1997-04-13 00:00:00";"";"0";"356.775,47";"964,86";"29,92";"0";"2";"427";"18331";"0";5;34;45;49;58;""
292;292;"1997-04-17 00:00:00";"";"0";"100.035,50";"1.103,33";"34,01";"0";"3";"272";"11745";"0";4;42;67;74;75;""
293;293;"1997-04-20 00:00:00";"";"0";"94.367,14";"1.183,29";"35,75";"0";"4";"319";"14052";"0";4;41;49;55;80;""
294;294;"1997-04-27 00:00:00";"";"0";"94.624,22";"1.110,61";"35,66";"0";"5";"426";"17656";"0";17;20;43;68;74;""
295;295;"1997-05-04 00:00:00";"";"0";"217.346,91";"1.439,39";"38,78";"0";"2";"302";"14921";"0";10;20;29;65;76;""
296;296;"1997-05-08 00:00:00";"";"0";"282.583,02";"1.948,85";"39,74";"0";"1";"145";"9466";"0";1;21;50;55;68;""
297;297;"1997-05-11 00:00:00";"";"0";"379.023,99";"1.368,32";"37,95";"0";"1";"277";"13292";"0";25;52;53;58;78;""
298;298;"1997-05-15 00:00:00";"";"0";"141.626,24";"1.026,28";"33,13";"0";"2";"276";"11379";"0";6;17;31;40;66;""
299;299;"1997-05-18 00:00:00";"";"0";"36.915,60";"573,23";"21,05";"0";"10";"644";"23344";"0";11;25;29;52;53;""
300;300;"1997-05-22 00:00:00";"";"0";"70.539,11";"585,39";"20,11";"0";"4";"482";"18669";"0";8;19;20;28;34;""
301;301;"1997-05-25 00:00:00";"";"375.127,56";"0";"1.140,21";"38,45";"0";"0";"329";"12985";"0";44;46;53;59;65;""
302;302;"1997-06-01 00:00:00";"";"902.903,12";"0";"1.224,54";"40,08";"0";"0";"431";"17524";"0";7;30;51;52;69;""
303;303;"1997-06-05 00:00:00";"";"0";"1.309.114,71";"1.863,36";"49,54";"0";"1";"218";"10914";"0";28;48;50;64;71;""
304;304;"1997-06-08 00:00:00";"";"0";"199.243,19";"1.475,88";"39,78";"0";"2";"270";"13333";"0";3;22;42;71;79;""
305;305;"1997-06-12 00:00:00";"";"0";"76.932,52";"897,17";"26,98";"0";"4";"343";"15181";"0";6;16;31;36;53;""
306;306;"1997-06-15 00:00:00";"";"0";"129.021,52";"962,85";"31,44";"0";"3";"402";"16382";"0";9;28;34;40;42;""
307;307;"1997-06-19 00:00:00";"";"302.334,80";"0";"1.406,21";"36,24";"0";"0";"215";"11101";"0";10;27;29;61;66;""
308;308;"1997-06-22 00:00:00";"";"0";"88.571,28";"705,27";"21,82";"0";"8";"576";"24781";"0";13;14;16;21;69;""
309;309;"1997-06-26 00:00:00";"";"0";"141.774,71";"1.772,19";"42,9";"0";"2";"160";"8796";"0";16;26;37;40;62;""
310;310;"1997-06-29 00:00:00";"";"0";"193.609,41";"1.317,07";"40,36";"0";"2";"294";"12767";"0";1;14;49;71;74;""
311;311;"1997-07-03 00:00:00";"";"0";"148.691,29";"801,57";"30,76";"0";"2";"371";"12866";"0";29;46;53;63;68;""
312;312;"1997-07-06 00:00:00";"";"0";"97.871,27";"690,45";"26,81";"0";"4";"567";"19430";"0";6;29;36;44;68;""
313;313;"1997-07-10 00:00:00";"";"0";"155.820,45";"1.429,54";"41,12";"0";"2";"218";"10086";"0";28;30;54;67;74;""
314;314;"1997-07-13 00:00:00";"";"0";"130.012,89";"864,83";"24,69";"0";"3";"451";"21029";"0";7;10;18;57;74;""
315;315;"1997-07-17 00:00:00";"";"0";"62.924,57";"691,48";"24";"0";"5";"455";"17447";"0";12;19;33;44;67;""
316;316;"1997-07-20 00:00:00";"";"387.348,43";"0";"1.801,62";"45,2";"0";"0";"215";"11402";"0";27;28;50;65;76;""
317;317;"1997-07-24 00:00:00";"";"0";"113.049,79";"838,18";"26,25";"0";"7";"482";"20485";"0";2;8;36;45;64;""
318;318;"1997-07-27 00:00:00";"";"0";"198.806,79";"1.083,42";"35,54";"0";"2";"367";"14891";"0";22;26;34;39;40;""
319;319;"1997-07-31 00:00:00";"";"0";"102.816,13";"1.264,13";"34,4";"0";"3";"244";"11936";"0";1;21;33;39;48;""
320;320;"1997-08-03 00:00:00";"";"0";"49.425,53";"401,02";"15,72";"0";"8";"986";"33461";"0";3;4;7;14;39;""
321;321;"1997-08-07 00:00:00";"";"0";"342.317,03";"940,43";"29,12";"0";"1";"364";"15648";"0";18;21;23;54;74;""
322;322;"1997-08-10 00:00:00";"";"0";"207.909,39";"1.019,16";"28,77";"0";"2";"408";"19240";"0";10;25;33;43;68;""
323;323;"1997-08-14 00:00:00";"";"0";"174.785,34";"1.299,52";"38,06";"0";"2";"269";"12222";"0";32;34;52;68;73;""
324;324;"1997-08-17 00:00:00";"";"0";"406.152,12";"1.293,48";"42,68";"0";"1";"314";"12665";"0";42;56;61;76;79;""
325;325;"1997-08-21 00:00:00";"";"0";"113.694,17";"369,94";"16,83";"0";"3";"922";"26973";"0";2;7;9;27;59;""
326;326;"1997-08-24 00:00:00";"";"0";"136.138,12";"671,74";"24,68";"0";"3";"608";"22029";"0";5;6;12;50;61;""
327;327;"1997-08-28 00:00:00";"";"0";"110.851,05";"667,78";"22,88";"0";"3";"498";"19351";"0";3;10;35;47;59;""
328;328;"1997-08-31 00:00:00";"";"0";"79.149,91";"1.027,92";"34,63";"0";"5";"385";"15212";"0";17;23;52;70;71;""
329;329;"1997-09-04 00:00:00";"";"0";"84.492,10";"830,39";"26,88";"0";"4";"407";"16738";"0";7;12;36;39;50;""
330;330;"1997-09-07 00:00:00";"";"0";"101.948,80";"487,21";"16,7";"0";"4";"837";"32501";"0";6;7;9;36;45;""
331;331;"1997-09-11 00:00:00";"";"0";"172.493,53";"1.627,30";"49,05";"0";"2";"212";"9360";"0";53;57;62;70;78;""
332;332;"1997-09-14 00:00:00";"";"0";"411.088,36";"1.698,72";"38,82";"0";"1";"242";"14094";"0";24;25;34;50;65;""
333;333;"1997-09-19 00:00:00";"";"0";"171.189,81";"671,33";"22,46";"0";"2";"510";"20288";"0";1;3;18;46;64;""
334;334;"1997-09-21 00:00:00";"";"397.979,34";"0";"1.631,06";"39,96";"0";"0";"244";"13254";"0";15;20;23;78;79;""
335;335;"1997-09-25 00:00:00";"";"0";"406.746,50";"814,73";"26,93";"0";"2";"510";"20535";"0";9;16;20;34;53;""
336;336;"1997-09-28 00:00:00";"";"0";"390.679,65";"1.775,82";"47,02";"0";"1";"220";"11058";"0";42;54;55;70;74;""
337;337;"1997-10-02 00:00:00";"";"0";"339.945,04";"1.393,22";"41,22";"0";"1";"244";"10976";"0";1;20;40;42;75;""
338;338;"1997-10-05 00:00:00";"";"0";"26.552,07";"301,73";"13,68";"0";"15";"1320";"38777";"0";3;7;10;23;43;""
339;339;"1997-10-09 00:00:00";"";"0";"176.952,86";"1.345,65";"34,52";"0";"2";"263";"13644";"0";2;3;45;49;60;""
340;340;"1997-10-12 00:00:00";"";"0";"131.594,31";"1.020,11";"31,79";"0";"3";"387";"16528";"0";4;6;35;64;65;""
341;341;"1997-10-16 00:00:00";"";"0";"81.831,74";"907,3";"29,84";"0";"4";"374";"15139";"0";27;32;54;57;80;""
342;342;"1997-10-19 00:00:00";"";"0";"193.474,84";"1.216,82";"36,03";"0";"2";"318";"14292";"0";1;9;51;59;74;""
343;343;"1997-10-23 00:00:00";"";"0";"33.902,17";"402,64";"17,31";"0";"10";"842";"26076";"0";13;16;18;21;36;""
344;344;"1997-10-26 00:00:00";"";"378.381,46";"0";"1.295,83";"36,31";"0";"0";"292";"13870";"0";4;27;44;61;71;""
345;345;"1997-10-30 00:00:00";"";"0";"764.729,80";"1.651,06";"45,16";"0";"1";"234";"11384";"0";21;22;40;51;74;""
346;346;"1997-11-02 00:00:00";"";"0";"53.643,43";"855,36";"29,52";"0";"7";"439";"16935";"0";14;35;53;64;77;""
347;347;"1997-11-06 00:00:00";"";"0";"344.400,61";"1.059,69";"28,04";"0";"1";"325";"16347";"0";16;25;27;33;74;""
348;348;"1997-11-09 00:00:00";"";"0";"393.942,36";"1.459,05";"38,13";"0";"1";"270";"13752";"0";14;22;24;59;72;""
349;349;"1997-11-13 00:00:00";"";"0";"85.298,53";"740,12";"24,72";"0";"4";"461";"18378";"0";15;23;25;29;71;""
350;350;"1997-11-16 00:00:00";"";"0";"51.901,92";"829,48";"29,56";"0";"7";"438";"16357";"0";6;18;42;56;72;""
351;351;"1997-11-20 00:00:00";"";"341.630,36";"0";"1.102,04";"30,63";"0";"0";"310";"14840";"0";12;36;38;50;53;""
352;352;"1997-11-23 00:00:00";"";"0";"256.078,74";"1.243,75";"37,96";"0";"3";"343";"14959";"0";2;28;51;53;77;""
353;353;"1997-11-27 00:00:00";"";"333.990,39";"0";"1.464,87";"41,32";"0";"0";"228";"10758";"0";1;21;46;56;79;""
354;354;"1997-11-30 00:00:00";"";"0";"254.074,17";"704,33";"25,81";"0";"3";"608";"22085";"0";3;16;32;37;50;""
355;355;"1997-12-04 00:00:00";"";"353.384,29";"0";"1.129,03";"35,6";"0";"0";"313";"13209";"0";8;22;48;59;76;""
356;356;"1997-12-07 00:00:00";"";"0";"266.401,95";"981,99";"28,9";"0";"3";"454";"20536";"0";18;35;37;50;54;""
357;357;"1997-12-11 00:00:00";"";"0";"353.878,19";"996,84";"29,11";"0";"1";"355";"16181";"0";3;33;44;77;78;""
358;358;"1997-12-14 00:00:00";"";"0";"79.459,21";"882,88";"33,11";"0";"5";"450";"15972";"0";11;29;42;63;72;""
359;359;"1997-12-18 00:00:00";"";"0";"87.292,09";"1.312,67";"38,33";"0";"4";"266";"11970";"0";12;33;51;60;80;""
360;360;"1997-12-21 00:00:00";"";"0";"397.458,16";"1.929,41";"46,89";"0";"1";"206";"11280";"0";11;46;49;60;71;""
361;361;"1997-12-28 00:00:00";"";"0";"426.158,56";"1.902,49";"47,93";"0";"1";"224";"11832";"0";20;40;59;68;80;""
362;362;"1998-01-04 00:00:00";"";"0";"421.167,47";"1.399,23";"40,9";"0";"1";"301";"13704";"0";17;50;69;73;76;""
363;363;"1998-01-08 00:00:00";"";"0";"321.101,08";"1.646,67";"43,03";"0";"1";"195";"9931";"0";17;31;51;60;74;""
364;364;"1998-01-11 00:00:00";"";"0";"124.604,98";"810,88";"25,19";"0";"3";"461";"19751";"0";3;25;30;32;62;""
365;365;"1998-01-15 00:00:00";"";"0";"82.703,17";"1.262,64";"39,44";"0";"4";"262";"11165";"0";10;31;37;61;74;""
366;366;"1998-01-18 00:00:00";"";"0";"364.886,30";"789,8";"28,22";"0";"1";"462";"17209";"0";7;10;32;54;59;""
367;367;"1998-01-22 00:00:00";"";"331.134,46";"0";"1.689,46";"45,32";"0";"0";"196";"9723";"0";41;58;61;66;80;""
368;368;"1998-01-25 00:00:00";"";"0";"148.443,08";"958,23";"30,29";"0";"5";"429";"18061";"0";6;11;43;46;58;""
369;369;"1998-01-29 00:00:00";"";"0";"107.318,38";"1.314,10";"37,01";"0";"3";"245";"11578";"0";6;28;32;51;80;""
370;370;"1998-02-01 00:00:00";"";"0";"73.521,60";"901";"25,76";"0";"5";"408";"18992";"0";12;14;26;27;75;""
371;371;"1998-02-05 00:00:00";"";"0";"163.874,95";"1.213,89";"36,2";"0";"2";"270";"12048";"0";9;30;38;56;76;""
372;372;"1998-02-08 00:00:00";"";"381.027,03";"0";"1.257,51";"37,7";"0";"0";"303";"13451";"0";1;12;49;55;76;""
373;373;"1998-02-12 00:00:00";"";"791.387,12";"0";"1.831,97";"44,12";"0";"0";"224";"12380";"0";16;26;36;41;78;""
374;374;"1998-02-15 00:00:00";"";"0";"635.598,17";"1.150,62";"31,04";"0";"2";"417";"20573";"0";27;44;45;56;71;""
375;375;"1998-02-19 00:00:00";"";"0";"57.991,71";"420,74";"18,3";"0";"6";"827";"25311";"0";2;12;14;16;29;""
376;376;"1998-02-22 00:00:00";"";"0";"181.122,19";"936,03";"30,27";"0";"2";"387";"15925";"0";1;17;47;68;71;""
377;377;"1998-03-01 00:00:00";"";"0";"108.233,17";"768,98";"27,32";"0";"4";"563";"21092";"0";4;19;48;76;80;""
378;378;"1998-03-05 00:00:00";"";"336.503,58";"0";"1.260,31";"32,21";"0";"0";"267";"13904";"0";5;16;34;40;73;""
379;379;"1998-03-08 00:00:00";"";"0";"768.559,13";"1.152,15";"32,79";"0";"1";"375";"17539";"0";11;29;36;38;67;""
380;380;"1997-03-12 00:00:00";"";"0";"345.731,72";"1.067,08";"30,35";"0";"1";"324";"15161";"0";1;7;28;48;73;""
381;381;"1998-03-15 00:00:00";"";"0";"78.248,47";"800,09";"27,1";"0";"5";"489";"19214";"0";7;15;45;53;66;""
382;382;"1998-03-19 00:00:00";"";"0";"167.682,47";"939,4";"25,32";"0";"2";"357";"17627";"0";4;17;19;51;62;""
383;383;"1998-03-22 00:00:00";"";"0";"19.774,28";"143,9";"15";"0";"19";"2611";"33317";"0";1;2;4;6;28;""
384;384;"1998-03-26 00:00:00";"";"0";"163.072,01";"1.353,29";"38,97";"0";"2";"241";"11140";"0";36;50;55;58;75;""
385;385;"1998-03-29 00:00:00";"";"0";"183.017,61";"691,94";"27,03";"0";"2";"529";"18021";"0";18;29;35;63;68;""
386;386;"1998-03-31 00:00:00";"";"0";"88.473,33";"660,25";"20,13";"0";"2";"268";"11697";"0";15;17;18;25;44;""
387;387;"1998-04-02 00:00:00";"";"0";"50.336,75";"841,75";"31,36";"0";"5";"299";"10681";"0";26;32;45;62;77;""
388;388;"1998-04-04 00:00:00";"";"0";"315.169,23";"1.240,82";"35,44";"0";"1";"254";"11836";"0";17;36;67;69;77;""
389;389;"1998-04-07 00:00:00";"";"0";"114.789,39";"1.006,93";"35,28";"0";"2";"228";"8659";"0";25;38;57;69;78;""
390;390;"1998-04-11 00:00:00";"";"0";"315.374,00";"976,39";"29,2";"0";"1";"323";"14377";"0";19;30;35;48;76;""
391;391;"1998-04-14 00:00:00";"";"0";"73.691,52";"1.228,20";"36,26";"0";"3";"180";"8113";"0";20;43;47;62;74;""
392;392;"1998-04-16 00:00:00";"";"0";"80.028,29";"876,22";"26,41";"0";"3";"274";"12098";"0";11;17;26;48;56;""
393;393;"1998-04-18 00:00:00";"";"0";"149.030,65";"846,77";"29,47";"0";"2";"352";"13464";"0";17;37;53;71;76;""
394;394;"1998-04-23 00:00:00";"";"0";"283.511,22";"1.403,52";"40,71";"0";"1";"202";"9267";"0";1;6;38;65;70;""
395;395;"1998-04-25 00:00:00";"";"0";"148.364,21";"995,73";"34,45";"0";"2";"298";"11466";"0";31;34;36;58;62;""
396;396;"1998-04-28 00:00:00";"";"0";"69.632,67";"859,66";"31,05";"0";"3";"243";"8954";"0";21;23;37;69;73;""
397;397;"1998-04-30 00:00:00";"";"266.536,38";"0";"1.558,69";"38,08";"0";"0";"171";"9316";"0";27;38;48;58;75;""
