"idquina";"quiconc";"quidata";"quilocal";"quipremioest";"quipr05";"quipr04";"quipr03";"quipr02";"quigan05";"quigan04";"quigan03";"quigan02";"quid01";"quid02";"quid03";"quid04";"quid05";"quicidadesgan"
1534;1534;"2005-12-08 00:00:00";"";"673.437,54";"0";"2.714,86";"72,63";"0";"0";"136";"6753";"0";33;35;50;54;60;""
1535;1535;"2005-12-10 00:00:00";"";"0";"565.639,34";"2.557,77";"72,2";"0";"2";"179";"8424";"0";22;27;69;76;80;""
1536;1536;"2005-12-13 00:00:00";"";"0";"157.733,28";"1.855,68";"70,23";"0";"2";"170";"5967";"0";53;58;61;74;78;""
1537;1537;"2005-12-15 00:00:00";"";"328.029,55";"0";"2.645,40";"61,16";"0";"0";"124";"7125";"0";1;24;34;36;74;""
1538;1538;"2005-12-17 00:00:00";"";"0";"730.106,14";"2.978,34";"76,64";"0";"1";"135";"6969";"0";2;26;31;41;57;""
1539;1539;"2005-12-20 00:00:00";"";"309.413,67";"0";"2.714,16";"67,83";"0";"0";"114";"6060";"0";16;23;36;51;72;""
1540;1540;"2005-12-22 00:00:00";"";"0";"713.021,67";"2.402,43";"63,33";"0";"1";"168";"8465";"0";3;30;45;57;66;""
1541;1541;"2005-12-24 00:00:00";"";"274.902,79";"0";"2.522,04";"61,52";"0";"0";"109";"5936";"0";1;15;33;53;68;""
1542;1542;"2005-12-27 00:00:00";"";"0";"628.889,41";"2.359,91";"70,79";"0";"1";"150";"6643";"0";26;29;69;72;79;""
1543;1543;"2005-12-29 00:00:00";"";"319.959,99";"0";"2.644,30";"70,47";"0";"0";"121";"6032";"0";4;22;57;60;62;""
1544;1544;"2005-12-31 00:00:00";"";"624.130,81";"0";"2.376,34";"67,26";"0";"0";"128";"6008";"0";1;8;37;51;73;""
1545;1545;"2006-01-03 00:00:00";"";"1.026.397,97";"0";"1.426,48";"52,27";"0";"0";"282";"10224";"0";8;16;24;39;73;""
1546;1546;"2006-01-05 00:00:00";"";"0";"1.548.444,46";"1.884,64";"59,45";"0";"1";"277";"11665";"0";9;38;44;73;79;""
1547;1547;"2006-01-07 00:00:00";"";"0";"348.958,29";"1.789,53";"54,33";"0";"1";"195";"8533";"0";34;36;43;51;54;""
1548;1548;"2006-01-10 00:00:00";"";"0";"77.104,26";"2.251,22";"58,75";"0";"4";"137";"6974";"0";10;22;39;69;74;""
1549;1549;"2006-01-12 00:00:00";"";"0";"326.703,31";"3.300,04";"85,06";"0";"1";"99";"5102";"0";19;51;60;64;71;""
1550;1550;"2006-01-14 00:00:00";"";"337.309,03";"0";"955,55";"44,5";"0";"0";"353";"10071";"0";15;38;45;47;53;""
1551;1551;"2006-01-17 00:00:00";"";"0";"702.558,97";"2.402,96";"73,37";"0";"1";"152";"6613";"0";10;34;39;62;76;""
1552;1552;"2006-01-19 00:00:00";"";"311.594,20";"0";"3.279,94";"79,64";"0";"0";"95";"5197";"0";6;22;43;50;61;""
1553;1553;"2006-01-21 00:00:00";"";"0";"344.025,50";"2.460,50";"69,93";"0";"2";"153";"7152";"0";16;35;52;76;77;""
1554;1554;"2006-01-24 00:00:00";"";"0";"286.630,03";"1.716,35";"47,66";"0";"1";"167";"7989";"0";10;17;34;37;64;""
1555;1555;"2006-01-26 00:00:00";"";"293.683,30";"0";"4.078,93";"88,95";"0";"0";"72";"4386";"0";31;59;64;65;67;""
1556;1556;"2006-01-28 00:00:00";"";"0";"664.581,80";"1.670,72";"53,73";"0";"1";"222";"9171";"0";18;25;50;51;55;""
1557;1557;"2006-01-31 00:00:00";"";"282.321,62";"0";"2.276,79";"65,01";"0";"0";"124";"5769";"0";12;47;51;55;73;""
1558;1558;"2006-02-02 00:00:00";"";"0";"220.008,70";"1.756,77";"50,12";"0";"3";"215";"10011";"0";13;17;54;64;79;""
1559;1559;"2006-02-04 00:00:00";"";"339.585,22";"0";"2.553,28";"63,24";"0";"0";"133";"7133";"0";7;39;48;66;79;""
1560;1560;"2006-02-07 00:00:00";"";"0";"235.279,10";"1.990,50";"54,64";"0";"3";"184";"8905";"0";21;23;42;52;56;""
1561;1561;"2006-02-09 00:00:00";"";"0";"164.675,61";"583,82";"36,48";"0";"2";"562";"11994";"0";1;10;36;64;71;""
1562;1562;"2006-02-11 00:00:00";"";"0";"355.163,01";"5.073,76";"99,52";"0";"1";"70";"4741";"0";16;50;53;60;72;""
1563;1563;"2006-02-14 00:00:00";"";"0";"314.003,28";"1.725,29";"52,71";"0";"1";"182";"7913";"0";4;24;36;43;50;""
1564;1564;"2006-02-16 00:00:00";"";"332.903,51";"0";"3.504,25";"78,48";"0";"0";"95";"5635";"0";24;28;50;58;68;""
1565;1565;"2006-02-18 00:00:00";"";"0";"738.126,20";"3.554,58";"84,92";"0";"1";"114";"6339";"0";9;20;55;70;79;""
1566;1566;"2006-02-21 00:00:00";"";"0";"302.848,25";"2.804,15";"57,94";"0";"1";"108";"6943";"0";16;19;27;62;69;""
1567;1567;"2006-02-23 00:00:00";"";"0";"160.818,87";"1.891,99";"52,82";"0";"2";"170";"8089";"0";13;46;52;56;78;""
1568;1568;"2006-02-25 00:00:00";"";"0";"154.499,15";"1.326,18";"39,74";"0";"2";"233";"10329";"0";5;25;27;29;63;""
1569;1569;"2006-03-02 00:00:00";"";"305.274,02";"0";"4.769,91";"96,46";"0";"0";"64";"4204";"0";21;46;50;60;67;""
1570;1570;"2006-03-04 00:00:00";"";"0";"355.898,72";"2.271,08";"68,1";"0";"2";"179";"7931";"0";32;44;53;67;72;""
1571;1571;"2006-03-07 00:00:00";"";"290.751,84";"0";"3.589,53";"89,61";"0";"0";"81";"4310";"0";40;47;51;58;72;""
1572;1572;"2006-03-09 00:00:00";"";"0";"687.174,05";"1.738,69";"53,47";"0";"1";"228";"9849";"0";13;43;45;74;76;""
1573;1573;"2006-03-11 00:00:00";"";"0";"343.412,43";"2.320,36";"59,29";"0";"1";"148";"7694";"0";8;37;47;58;64;""
1574;1574;"2006-03-14 00:00:00";"";"0";"298.063,36";"2.504,74";"71,78";"0";"1";"119";"5516";"0";16;17;55;78;79;""
1575;1575;"2006-03-16 00:00:00";"";"319.129,04";"0";"2.799,38";"72,09";"0";"0";"114";"5881";"0";41;42;49;68;73;""
1576;1576;"2006-03-18 00:00:00";"";"0";"241.971,41";"2.641,46";"72,37";"0";"3";"154";"7467";"0";1;26;42;59;75;""
1577;1577;"2006-03-21 00:00:00";"";"290.214,72";"0";"1.677,54";"43,99";"0";"0";"173";"8764";"0";10;13;25;56;67;""
1578;1578;"2006-03-23 00:00:00";"";"0";"66.391,86";"837,9";"34,76";"0";"10";"446";"14281";"0";1;6;9;17;27;""
1579;1579;"2006-03-25 00:00:00";"";"323.713,70";"0";"2.720,28";"78,47";"0";"0";"119";"5480";"0";3;61;69;76;77;""
1580;1580;"2006-03-28 00:00:00";"";"0";"335.235,49";"1.959,08";"55,48";"0";"2";"177";"8302";"0";9;16;39;47;75;""
1581;1581;"2006-03-30 00:00:00";"";"302.330,72";"0";"2.129,09";"63,63";"0";"0";"142";"6311";"0";12;14;30;42;70;""
1582;1582;"2006-04-01 00:00:00";"";"0";"340.829,42";"2.167,59";"69,74";"0";"2";"175";"7226";"0";34;37;52;60;66;""
1583;1583;"2006-04-04 00:00:00";"";"0";"292.714,63";"2.341,72";"61,58";"0";"1";"125";"6315";"0";1;29;51;54;57;""
1584;1584;"2006-04-06 00:00:00";"";"328.405,00";"0";"3.157,74";"78,94";"0";"0";"104";"5526";"0";12;40;64;65;69;""
1585;1585;"2006-04-08 00:00:00";"";"0";"243.254,25";"1.481,02";"39,87";"0";"3";"271";"13371";"0";1;5;15;28;37;""
1586;1586;"2006-04-11 00:00:00";"";"300.825,42";"0";"1.280,11";"38,74";"0";"0";"235";"10317";"0";4;13;17;28;72;""
1587;1587;"2006-04-13 00:00:00";"";"674.138,23";"0";"1.469,74";"45,19";"0";"0";"254";"10972";"0";4;6;23;30;54;""
1588;1588;"2006-04-15 00:00:00";"";"981.124,32";"0";"2.980,45";"78,02";"0";"0";"103";"5227";"0";23;36;56;57;70;""
1589;1589;"2006-04-18 00:00:00";"";"0";"717.990,75";"1.249,61";"37,78";"0";"2";"364";"15996";"0";7;14;17;47;56;""
1590;1590;"2006-04-20 00:00:00";"";"321.787,95";"0";"1.517,87";"47,04";"0";"0";"212";"9089";"0";12;18;28;45;73;""
1591;1591;"2006-04-22 00:00:00";"";"624.280,11";"0";"2.499,94";"61,29";"0";"0";"121";"6556";"0";10;32;33;51;53;""
1592;1592;"2006-04-25 00:00:00";"";"0";"1.030.291,05";"3.222,31";"65,22";"0";"1";"126";"8270";"0";4;37;45;55;65;""
1593;1593;"2006-04-27 00:00:00";"";"0";"154.389,42";"3.430,88";"86,3";"0";"2";"90";"4753";"0";40;43;50;56;63;""
1594;1594;"2006-04-29 00:00:00";"";"324.287,76";"0";"2.680,07";"74,5";"0";"0";"121";"5782";"0";6;34;57;61;79;""
1595;1595;"2006-05-02 00:00:00";"";"588.150,92";"0";"3.179,08";"74,62";"0";"0";"83";"4697";"0";31;41;45;52;64;""
1596;1596;"2006-05-04 00:00:00";"";"0";"1.021.833,36";"1.600,30";"48,39";"0";"1";"271";"11906";"0";3;26;44;49;54;""
1597;1597;"2006-05-06 00:00:00";"";"0";"337.471,72";"1.555,17";"54,03";"0";"1";"217";"8297";"0";7;29;45;53;78;""
1598;1598;"2006-05-09 00:00:00";"";"0";"301.989,01";"1.725,65";"49,96";"0";"1";"175";"8030";"0";8;32;44;46;67;""
1599;1599;"2006-05-11 00:00:00";"";"0";"108.344,42";"2.519,64";"60,6";"0";"3";"129";"7125";"0";13;36;41;71;80;""
1600;1600;"2006-05-13 00:00:00";"";"332.881,64";"0";"3.467,52";"77,44";"0";"0";"96";"5710";"0";21;33;36;56;61;""
1601;1601;"2006-05-16 00:00:00";"";"0";"682.086,70";"3.294,39";"79,7";"0";"1";"106";"5820";"0";20;42;49;79;80;""
1602;1602;"2006-05-18 00:00:00";"";"0";"283.262,06";"3.013,43";"72,36";"0";"1";"94";"5200";"0";4;30;49;64;73;""
1603;1603;"2006-05-21 00:00:00";"";"0";"154.398,04";"2.339,36";"56,83";"0";"2";"132";"7218";"0";5;45;51;56;77;""
1604;1604;"2006-05-23 00:00:00";"";"0";"131.632,12";"2.893,01";"76,42";"0";"2";"91";"4576";"0";21;24;36;40;71;""
1605;1605;"2006-05-25 00:00:00";"";"294.265,12";"0";"2.412,01";"53,81";"0";"0";"122";"7265";"0";11;12;33;36;78;""
1606;1606;"2006-05-27 00:00:00";"";"649.307,40";"0";"2.076,27";"63,93";"0";"0";"171";"7377";"0";25;57;64;76;77;""
1607;1607;"2006-05-30 00:00:00";"";"1.027.182,97";"0";"3.344,03";"78,5";"0";"0";"113";"6395";"0";3;32;40;50;68;""
1608;1608;"2006-06-01 00:00:00";"";"0";"752.831,71";"1.454,35";"44,37";"0";"2";"329";"14327";"0";13;28;29;47;77;""
1609;1609;"2006-06-03 00:00:00";"";"338.212,49";"0";"4.124,54";"87,61";"0";"0";"82";"5128";"0";30;35;40;43;79;""
1610;1610;"2006-06-06 00:00:00";"";"0";"366.681,50";"2.485,22";"69,69";"0";"2";"159";"7532";"0";18;46;48;61;69;""
1611;1611;"2006-06-08 00:00:00";"";"0";"111.310,05";"1.511,00";"39,78";"0";"3";"221";"11151";"0";4;8;16;40;50;""
1612;1612;"2006-06-10 00:00:00";"";"0";"324.441,67";"2.120,54";"59,33";"0";"1";"153";"7264";"0";4;37;38;59;63;""
1613;1613;"2006-06-13 00:00:00";"";"0";"243.948,73";"1.820,52";"52,91";"0";"1";"134";"6124";"0";1;9;36;44;50;""
1614;1614;"2006-06-17 00:00:00";"";"0";"121.345,65";"1.662,27";"50,28";"0";"3";"219";"9618";"0";9;10;22;49;52;""
1615;1615;"2006-06-20 00:00:00";"";"0";"287.467,30";"2.281,49";"59,29";"0";"1";"126";"6441";"0";6;33;38;49;58;""
1616;1616;"2006-06-22 00:00:00";"";"0";"249.007,93";"1.778,63";"54,51";"0";"1";"140";"6069";"0";6;12;35;41;58;""
1617;1617;"2006-06-24 00:00:00";"";"294.820,13";"0";"3.731,90";"89,35";"0";"0";"79";"4383";"0";11;21;52;63;70;""
1618;1618;"2006-06-27 00:00:00";"";"0";"575.955,14";"3.055,82";"68,97";"0";"1";"92";"5414";"0";11;43;48;57;67;""
1619;1619;"2006-06-29 00:00:00";"";"283.625,54";"0";"3.260,07";"89,59";"0";"0";"87";"4205";"0";6;26;65;70;74;""
1620;1620;"2006-07-01 00:00:00";"";"604.085,35";"0";"2.670,50";"61,99";"0";"0";"120";"6867";"0";32;34;41;45;57;""
1621;1621;"2006-07-04 00:00:00";"";"0";"494.527,06";"2.361,77";"59,86";"0";"2";"163";"8544";"0";4;5;15;66;79;""
1622;1622;"2006-07-06 00:00:00";"";"0";"99.275,88";"1.751,93";"58,45";"0";"3";"170";"6768";"0";16;39;44;68;73;""
1623;1623;"2006-07-08 00:00:00";"";"0";"103.773,31";"1.297,17";"47,38";"0";"3";"240";"8728";"0";6;9;23;44;78;""
1624;1624;"2006-07-11 00:00:00";"";"0";"281.939,56";"2.634,95";"69,35";"0";"1";"107";"5401";"0";9;26;32;61;63;""
1625;1625;"2006-07-13 00:00:00";"";"308.029,80";"0";"4.812,97";"92,76";"0";"0";"64";"4411";"0";40;48;62;71;75;""
1626;1626;"2006-07-15 00:00:00";"";"675.658,09";"0";"2.663,97";"67";"0";"0";"138";"7289";"0";8;36;46;49;60;""
1627;1627;"2006-07-18 00:00:00";"";"0";"1.077.361,31";"2.391,09";"64,21";"0";"1";"168";"8310";"0";6;7;50;51;70;""
1628;1628;"2006-07-20 00:00:00";"";"0";"155.665,23";"1.673,82";"53,77";"0";"2";"186";"7692";"0";11;28;49;56;79;""
1629;1629;"2006-07-22 00:00:00";"";"0";"312.558,35";"1.627,91";"43,04";"0";"1";"192";"9646";"0";10;13;33;34;74;""
1630;1630;"2006-07-25 00:00:00";"";"0";"287.319,40";"1.265,72";"40,3";"0";"1";"227";"9471";"0";9;19;32;34;35;""
1631;1631;"2006-07-27 00:00:00";"";"295.545,93";"0";"2.273,43";"63,64";"0";"0";"130";"6169";"0";24;28;35;46;61;""
1632;1632;"2006-07-29 00:00:00";"";"0";"651.472,36";"2.144,14";"66,34";"0";"1";"166";"7127";"0";21;25;38;42;60;""
1633;1633;"2006-08-01 00:00:00";"";"257.678,87";"0";"2.602,81";"74,85";"0";"0";"99";"4573";"0";18;20;46;57;77;""
1634;1634;"2006-08-03 00:00:00";"";"588.401,01";"0";"2.345,55";"68,53";"0";"0";"141";"6411";"0";39;41;42;57;73;""
1635;1635;"2006-08-05 00:00:00";"";"0";"1.016.925,67";"1.623,20";"54,06";"0";"1";"264";"10530";"0";6;18;22;50;52;""
1636;1636;"2006-08-08 00:00:00";"";"0";"98.307,69";"2.417,41";"65,21";"0";"3";"122";"6008";"0";27;29;37;50;57;""
1637;1637;"2006-08-10 00:00:00";"";"0";"160.511,87";"2.360,47";"68,34";"0";"2";"136";"6240";"0";17;41;46;57;71;""
1638;1638;"2006-08-12 00:00:00";"";"332.283,88";"0";"3.692,04";"82,46";"0";"0";"90";"5353";"0";21;48;62;71;79;""
1639;1639;"2006-08-15 00:00:00";"";"0";"221.739,03";"1.300,52";"44,39";"0";"3";"256";"9966";"0";7;14;25;38;68;""
1640;1640;"2006-08-17 00:00:00";"";"308.137,86";"0";"2.853,13";"68,67";"0";"0";"108";"5961";"0";10;20;50;64;67;""
1641;1641;"2006-08-19 00:00:00";"";"0";"344.533,04";"2.128,09";"49,7";"0";"2";"179";"10183";"0";18;19;23;34;67;""
1642;1642;"2006-08-22 00:00:00";"";"0";"95.339,63";"3.108,90";"64";"0";"3";"92";"5937";"0";15;17;57;73;74;""
1643;1643;"2006-08-24 00:00:00";"";"0";"76.370,13";"1.755,64";"50,38";"0";"4";"174";"8054";"0";9;14;36;58;70;""
1644;1644;"2006-08-26 00:00:00";"";"316.048,28";"0";"2.179,64";"58,82";"0";"0";"145";"7138";"0";33;55;59;66;76;""
1645;1645;"2006-08-29 00:00:00";"";"638.284,83";"0";"2.707,87";"70,79";"0";"0";"119";"6046";"0";1;8;26;65;69;""
1646;1646;"2006-08-31 00:00:00";"";"0";"1.046.471,44";"3.549,45";"88,54";"0";"1";"115";"6124";"0";30;40;42;52;76;""
1647;1647;"2006-09-02 00:00:00";"";"290.108,46";"0";"3.223,43";"76,63";"0";"0";"90";"5029";"0";2;48;55;71;74;""
1648;1648;"2006-09-05 00:00:00";"";"646.559,81";"0";"2.376,34";"61,79";"0";"0";"150";"7663";"0";35;36;43;64;72;""
1649;1649;"2006-09-09 00:00:00";"";"1.133.888,99";"0";"1.941,55";"57,27";"0";"0";"251";"11304";"0";1;16;18;21;36;""
1650;1650;"2006-09-12 00:00:00";"";"0";"1.607.937,34";"1.742,82";"59,4";"0";"1";"272";"10602";"0";1;10;44;68;77;""
1651;1651;"2006-09-14 00:00:00";"";"0";"304.537,73";"1.845,69";"55,24";"0";"1";"165";"7323";"0";5;26;45;57;61;""
1652;1652;"2006-09-16 00:00:00";"";"313.102,31";"0";"2.525,02";"62,92";"0";"0";"124";"6610";"0";6;8;30;47;71;""
1653;1653;"2006-09-19 00:00:00";"";"0";"655.786,77";"1.278,67";"44,73";"0";"1";"268";"10176";"0";5;9;46;50;54;""
1654;1654;"2006-09-21 00:00:00";"";"0";"305.112,66";"2.195,06";"75,14";"0";"1";"139";"5394";"0";15;50;51;58;65;""
1655;1655;"2006-09-23 00:00:00";"";"322.895,56";"0";"1.397,82";"45,29";"0";"0";"231";"9471";"0";8;28;33;54;56;""
1656;1656;"2006-09-26 00:00:00";"";"677.196,38";"0";"1.845,32";"65,71";"0";"0";"192";"7162";"0";16;25;27;76;80;""
1657;1657;"2006-09-28 00:00:00";"";"0";"1.085.356,19";"866,58";"36,09";"0";"1";"471";"15026";"0";10;11;13;31;38;""
1658;1658;"2006-09-30 00:00:00";"";"0";"318.141,92";"2.973,29";"77,59";"0";"1";"107";"5447";"0";37;46;55;56;74;""
1659;1659;"2006-10-03 00:00:00";"";"289.228,85";"0";"2.080,78";"54,45";"0";"0";"139";"7056";"0";35;40;47;49;53;""
1660;1660;"2006-10-05 00:00:00";"";"655.616,64";"0";"3.361,36";"83,91";"0";"0";"109";"5800";"0";48;63;66;70;73;""
1661;1661;"2006-10-07 00:00:00";"";"0";"216.372,99";"1.430,36";"47,06";"0";"5";"298";"12033";"0";6;9;47;49;77;""
1662;1662;"2006-10-10 00:00:00";"";"0";"278.257,86";"2.600,54";"69,27";"0";"1";"106";"5336";"0";6;45;57;59;70;""
1663;1663;"2006-10-14 00:00:00";"";"0";"374.991,57";"1.847,25";"52,53";"0";"1";"203";"9483";"0";5;12;28;68;71;""
1664;1664;"2006-10-17 00:00:00";"";"0";"288.501,81";"2.747,64";"78,37";"0";"1";"105";"4890";"0";20;26;46;58;80;""
1665;1665;"2006-10-19 00:00:00";"";"280.015,70";"0";"3.783,99";"118,15";"0";"0";"74";"3148";"0";1;60;61;62;71;""
1666;1666;"2006-10-21 00:00:00";"";"0";"585.156,27";"2.724,47";"70,21";"0";"1";"112";"5773";"0";29;47;51;52;73;""
1667;1667;"2006-10-24 00:00:00";"";"0";"89.372,39";"1.655,04";"56,54";"0";"3";"162";"6300";"0";2;10;34;43;66;""
1668;1668;"2006-10-26 00:00:00";"";"267.841,00";"0";"3.669,05";"77,77";"0";"0";"73";"4575";"0";12;31;59;71;77;""
1669;1669;"2006-10-28 00:00:00";"";"618.048,85";"0";"1.824,00";"59,12";"0";"0";"192";"7870";"0";16;46;49;53;63;""
1670;1670;"2006-10-31 00:00:00";"";"999.922,26";"0";"4.290,71";"90,87";"0";"0";"89";"5582";"0";21;24;60;76;77;""
1671;1671;"2006-11-04 00:00:00";"";"0";"308.882,71";"1.290,27";"39,32";"0";"5";"422";"18401";"0";5;11;15;34;35;""
1672;1672;"2006-11-07 00:00:00";"";"292.631,25";"0";"4.008,65";"72,04";"0";"0";"73";"5396";"0";15;53;55;63;79;""
1673;1673;"2006-11-09 00:00:00";"";"0";"327.245,55";"2.319,62";"61,13";"0";"2";"156";"7863";"0";30;33;45;58;77;""
1674;1674;"2006-11-11 00:00:00";"";"327.739,47";"0";"1.583,29";"43,07";"0";"0";"207";"10109";"0";3;4;18;33;80;""
1675;1675;"2006-11-14 00:00:00";"";"693.514,06";"0";"3.265,85";"80,66";"0";"0";"112";"6024";"0";22;23;32;50;70;""
1676;1676;"2006-11-16 00:00:00";"";"0";"1.003.640,67";"2.720,41";"69,02";"0";"1";"114";"5969";"0";37;44;49;53;60;""
1677;1677;"2006-11-18 00:00:00";"";"0";"160.368,45";"2.764,98";"70,68";"0";"2";"116";"6028";"0";41;44;52;59;77;""
1678;1678;"2006-11-21 00:00:00";"";"256.267,12";"0";"2.785,51";"67,48";"0";"0";"92";"5045";"0";6;12;30;62;72;""
1679;1679;"2006-11-23 00:00:00";"";"0";"194.948,21";"1.341,13";"45,21";"0";"3";"245";"9654";"0";3;14;16;22;52;""
1680;1680;"2006-11-25 00:00:00";"";"307.706,21";"0";"3.239,02";"82,86";"0";"0";"95";"4933";"0";21;38;60;67;79;""
1681;1681;"2006-11-28 00:00:00";"";"647.268,64";"0";"2.783,30";"71,04";"0";"0";"122";"6349";"0";1;27;32;56;71;""
1682;1682;"2006-11-30 00:00:00";"";"1.014.847,20";"0";"2.827,53";"68,37";"0";"0";"130";"7142";"0";1;4;36;47;65;""
1683;1683;"2006-12-02 00:00:00";"";"0";"1.516.438,15";"1.341,16";"46,22";"0";"1";"374";"14417";"0";18;22;28;47;54;""
1684;1684;"2006-12-05 00:00:00";"";"285.046,30";"0";"2.192,66";"59,49";"0";"0";"130";"6365";"0";1;6;44;52;80;""
1685;1685;"2006-12-07 00:00:00";"";"0";"210.950,18";"1.443,17";"41,82";"0";"3";"241";"11049";"0";5;8;17;34;71;""
1686;1686;"2006-12-09 00:00:00";"";"0";"331.496,39";"1.674,22";"49,43";"0";"1";"198";"8909";"0";10;23;26;37;53;""
1687;1687;"2006-12-12 00:00:00";"";"0";"76.099,27";"1.654,34";"58,3";"0";"4";"184";"6936";"0";33;49;55;69;76;""
1688;1688;"2006-12-14 00:00:00";"";"0";"98.789,81";"758,99";"31,46";"0";"3";"389";"12512";"0";4;5;6;14;27;""
1689;1689;"2006-12-16 00:00:00";"";"0";"322.558,99";"2.081,03";"54,02";"0";"1";"155";"7932";"0";1;15;24;42;72;""
1690;1690;"2006-12-19 00:00:00";"";"0";"289.581,04";"2.656,71";"69,12";"0";"1";"109";"5565";"0";8;9;46;64;65;""
1691;1691;"2006-12-21 00:00:00";"";"298.156,39";"0";"1.987,71";"58,53";"0";"0";"150";"6767";"0";8;34;36;65;74;""
1692;1692;"2006-12-23 00:00:00";"";"0";"164.551,31";"1.558,65";"56,8";"0";"4";"231";"8420";"0";7;31;38;39;52;""
1693;1693;"2006-12-26 00:00:00";"";"0";"211.756,84";"2.352,85";"59,11";"0";"1";"90";"4759";"0";3;33;41;53;59;""
1694;1694;"2006-12-28 00:00:00";"";"301.536,51";"0";"3.465,94";"83,45";"0";"0";"87";"4800";"0";23;24;33;52;62;""
1695;1695;"2006-12-30 00:00:00";"";"0";"324.561,65";"2.896,56";"66,62";"0";"2";"120";"6931";"0";6;32;33;39;75;""
1696;1696;"2007-01-02 00:00:00";"";"0";"200.635,64";"2.306,15";"62,91";"0";"1";"87";"4237";"0";27;28;29;34;79;""
1697;1697;"2007-01-04 00:00:00";"";"0";"301.116,20";"2.895,35";"78,51";"0";"1";"104";"5095";"0";12;16;66;78;79;""
1698;1698;"2007-01-06 00:00:00";"";"0";"162.694,89";"2.667,13";"65,76";"0";"2";"122";"6572";"0";33;39;49;53;71;""
1699;1699;"2007-01-09 00:00:00";"";"307.454,95";"0";"3.416,17";"77,87";"0";"0";"90";"5245";"0";3;20;29;39;74;""
1700;1700;"2007-01-11 00:00:00";"";"674.704,79";"0";"2.212,35";"65,73";"0";"0";"166";"7422";"0";11;20;26;47;65;""
1701;1701;"2007-01-13 00:00:00";"";"0";"1.141.657,29";"2.683,64";"75,7";"0";"1";"174";"8195";"0";15;30;49;64;72;""
1702;1702;"2007-01-16 00:00:00";"";"321.460,61";"0";"2.592,43";"68,21";"0";"0";"124";"6260";"0";14;22;52;78;80;""
1703;1703;"2007-01-18 00:00:00";"";"699.181,89";"0";"2.375,61";"55,93";"0";"0";"159";"8970";"0";9;35;36;40;63;""
1704;1704;"2007-01-20 00:00:00";"";"0";"1.140.978,61";"2.510,21";"61,06";"0";"1";"176";"9611";"0";8;24;29;54;70;""
1705;1705;"2007-01-23 00:00:00";"";"308.085,08";"0";"3.461,63";"74,11";"0";"0";"89";"5522";"0";21;34;49;50;54;""
1706;1706;"2007-01-25 00:00:00";"";"0";"323.978,87";"747,42";"31,49";"0";"2";"453";"14337";"0";7;11;19;29;39;""
1707;1707;"2007-01-27 00:00:00";"";"324.485,26";"0";"1.716,85";"49,8";"0";"0";"189";"8656";"0";13;26;28;37;67;""
1708;1708;"2007-01-30 00:00:00";"";"698.395,37";"0";"2.614,76";"73,55";"0";"0";"143";"6753";"0";12;33;64;68;70;""
1709;1709;"2007-02-01 00:00:00";"";"0";"1.143.751,17";"3.250,78";"83,51";"0";"1";"137";"7085";"0";6;58;61;63;79;""
1710;1710;"2007-02-03 00:00:00";"";"0";"340.426,38";"2.767,69";"66,37";"0";"1";"123";"6813";"0";15;19;51;63;72;""
1711;1711;"2007-02-06 00:00:00";"";"0";"311.566,37";"2.640,39";"65,48";"0";"1";"118";"6321";"0";9;11;32;62;79;""
1712;1712;"2007-02-08 00:00:00";"";"0";"305.412,49";"1.566,22";"49,74";"0";"1";"195";"8157";"0";12;27;31;34;55;""
1713;1713;"2007-02-10 00:00:00";"";"0";"339.375,48";"4.648,98";"91,71";"0";"1";"73";"4916";"0";4;30;55;62;71;""
1714;1714;"2007-02-13 00:00:00";"";"0";"153.061,82";"1.062,93";"39,66";"0";"2";"288";"10254";"0";1;11;17;18;37;""
1715;1715;"2007-02-15 00:00:00";"";"0";"300.133,37";"1.715,05";"47,86";"0";"1";"175";"8331";"0";33;46;49;54;56;""
1716;1716;"2007-02-17 00:00:00";"";"0";"307.998,73";"2.678,25";"71,58";"0";"1";"115";"5716";"0";8;29;59;65;80;""
1717;1717;"2007-02-22 00:00:00";"";"282.987,60";"0";"1.598,80";"45,01";"0";"0";"177";"8351";"0";12;16;17;25;50;""
1718;1718;"2007-02-24 00:00:00";"";"0";"322.704,23";"1.378,02";"52,22";"0";"2";"263";"9220";"0";27;43;44;56;59;""
1719;1719;"2007-02-27 00:00:00";"";"286.524,64";"0";"3.673,39";"87,34";"0";"0";"78";"4358";"0";29;50;58;77;78;""
1720;1720;"2007-03-01 00:00:00";"";"0";"211.941,55";"1.208,65";"43,06";"0";"3";"289";"10778";"0";2;6;15;34;36;""
1721;1721;"2007-03-03 00:00:00";"";"0";"165.851,61";"1.974,42";"53,01";"0";"2";"168";"8312";"0";8;19;38;42;79;""
1722;1722;"2007-03-06 00:00:00";"";"0";"296.688,63";"1.755,56";"54,78";"0";"1";"169";"7196";"0";45;46;47;54;65;""
1723;1723;"2007-03-08 00:00:00";"";"0";"75.645,55";"1.057,98";"38,21";"0";"4";"286";"10521";"0";3;9;27;50;53;""
1724;1724;"2007-03-10 00:00:00";"";"0";"112.122,76";"1.259,81";"53,63";"0";"3";"267";"8331";"0";31;34;37;39;45;""
1725;1725;"2007-03-13 00:00:00";"";"0";"308.157,97";"2.505,35";"69,58";"0";"1";"123";"5883";"0";26;39;41;42;74;""
